row_id,tweet_id,text,raw_content,date,post_type,language,like_count,retweet_count,reply_count,retweeted_tweet,quoted_tweet,in_reply_to_screen_name,hashtags,mentioned_users,user,user_id,url,dataset_split,sampled_at
80,1801039350790013052,"@GovRonDeSantis If Biden can ignore the Supreme Court, then why not you?","@GovRonDeSantis If Biden can ignore the Supreme Court, then why not you?",2024-06-12,reply,en,0,0,0,False,False,GovRonDeSantis,[],[],"""{'id': 1586337480273444865, 'id_str': '1586337480273444865', 'url': 'https://twitter.com/crypticdruid', 'username': 'crypticdruid', 'rawDescription': 'OIF Combat Veteran. Libertarian/Anarchist. Anti-Communist. Father & Husband. Usually grumpy. \ud83c\uddfa\ud83c\uddf2', 'created': datetime.datetime(2022, 10, 29, 12, 41, 47, tzinfo=datetime.timezone.utc), 'followersCount': 245, 'friendsCount': 293, 'statusesCount': 3384, 'favouritesCount': 37429, 'listedCount': 0, 'mediaCount': 530, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1596725051587497984/ml-o0IfV_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/crypticdruid/status/1801039350790013052,,2026-02-15 17:25:41.192625
81,1801039981181333622,"@MikeSington Oh boy, Mike. It’s true. Biden folk are immune to irony.","@MikeSington Oh boy, Mike. It’s true. Biden folk are immune to irony.",2024-06-12,reply,en,0,0,0,False,False,MikeSington,[],[],"""{'id': 1758156786631147520, 'id_str': '1758156786631147520', 'url': 'https://twitter.com/ForrestEWallerJr', 'username': 'ForrestEWallerJr', 'rawDescription': 'I overcame the impediments of an Ivy League education to find joy in the simple life.', 'created': datetime.datetime(2024, 2, 15, 15, 51, 4, tzinfo=datetime.timezone.utc), 'followersCount': 71, 'friendsCount': 44, 'statusesCount': 1239, 'favouritesCount': 2896, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1758158073070223361/HlCgW47S_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/fermalw/status/1801039981181333622,,2026-02-15 17:25:41.192625
82,1801040002555465995,"@mommamia1217 @RepAdamSchiff @FayeWil38564518 @HouseGOP You can’t be serious with this statement. 

First off if you back Schiff you aren’t an independent. Nothing he does helps your beliefs.

Second he spent 20 million dollars to go after a political opponent. No democracy there. 

Third no one from GOP is throwing anything away.","@mommamia1217 @RepAdamSchiff @FayeWil38564518 @HouseGOP You can’t be serious with this statement. 

First off if you back Schiff you aren’t an independent. Nothing he does helps your beliefs.

Second he spent 20 million dollars to go after a political opponent. No democracy there. 

Third no one from GOP is throwing anything away.",2024-06-12,reply,en,3,0,0,False,False,mommamia1217,[],[],"""{'id': 1520487225292693504, 'id_str': '1520487225292693504', 'url': 'https://twitter.com/MikeyLikesIt', 'username': 'MikeyLikesIt', 'rawDescription': 'if you have to block those voices that you don\u2019t like, the issue isn\u2019t with them, it\u2019s with you. You have been lied to. Engage and do better as a human.', 'created': datetime.datetime(2022, 4, 30, 19, 36, 29, tzinfo=datetime.timezone.utc), 'followersCount': 138, 'friendsCount': 73, 'statusesCount': 3990, 'favouritesCount': 5498, 'listedCount': 0, 'mediaCount': 316, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1707760745826365440/pUb7ZnSv_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MikeyLikesLikes/status/1801040002555465995,,2026-02-15 17:25:41.192625
83,1801041003261923546,"@PerrodinNathan @MarioNawfal YES! I agree...BIDEN did make CHINA'S and UKRAINE 'S economy BETTER,BUT NOT THE COUNTRY HE WAS PRESIDENT OF...US!","@PerrodinNathan @MarioNawfal YES! I agree...BIDEN did make CHINA'S and UKRAINE 'S economy BETTER,BUT NOT THE COUNTRY HE WAS PRESIDENT OF...US!",2024-06-12,reply,en,1,0,0,False,False,PerrodinNathan,[],[],"""{'id': 358590086, 'id_str': '358590086', 'url': 'https://twitter.com/Brenda Held', 'username': 'Brenda Held', 'rawDescription': 'TRUMP 2024! Democrats get your psychiatrist on speed dial and your crying towels ready! Trump \ud83d\ude86 Train 2024 get on or get left behind!', 'created': datetime.datetime(2011, 8, 20, 4, 55, 4, tzinfo=datetime.timezone.utc), 'followersCount': 157, 'friendsCount': 1364, 'statusesCount': 4647, 'favouritesCount': 5266, 'listedCount': 0, 'mediaCount': 933, 'location': 'Wisconsin', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/brenda_held/status/1801041003261923546,,2026-02-15 17:25:41.192625
84,1801040014299615257,@DaemonOneil @ruthbenghiat What do you think January 6th was as supported by certain maga congress member?,@DaemonOneil @ruthbenghiat What do you think January 6th was as supported by certain maga congress member?,2024-06-12,reply,en,0,0,0,False,False,DaemonOneil,[],[],"""{'id': 1325178754725945345, 'id_str': '1325178754725945345', 'url': 'https://twitter.com/Kim Lerner', 'username': 'Kim Lerner', 'rawDescription': 'Proud Progressive, Social Worker, My views are my own.', 'created': datetime.datetime(2020, 11, 7, 20, 50, 53, tzinfo=datetime.timezone.utc), 'followersCount': 115, 'friendsCount': 231, 'statusesCount': 2027, 'favouritesCount': 4961, 'listedCount': 5, 'mediaCount': 24, 'location': 'New York, NY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1325183765505691653/kvJi9wY4_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/kclerner/status/1801040014299615257,,2026-02-15 17:25:41.192625
85,1801039824138498388,@BetteMidler Joe Biden showered with his 10 yr old daughter,@BetteMidler Joe Biden showered with his 10 yr old daughter,2024-06-12,reply,en,0,0,0,False,False,BetteMidler,[],[],"""{'id': 936026730472632321, 'id_str': '936026730472632321', 'url': 'https://twitter.com/Freedom 156', 'username': 'Freedom 156', 'rawDescription': 'MAGA, I Will fight socialist bullies to the end. Music NCAA basketball. do not instant message me.', 'created': datetime.datetime(2017, 11, 30, 0, 18, 57, tzinfo=datetime.timezone.utc), 'followersCount': 1224, 'friendsCount': 1189, 'statusesCount': 41364, 'favouritesCount': 37838, 'listedCount': 6, 'mediaCount': 3200, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/963933020813131777/Lb58lmcz_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/ElizabethMegna/status/1801039824138498388,,2026-02-15 17:25:41.192625
86,1801041646223552778,"@POTUS @VP
Biden/Harris, what are you going to do about the anarchy in Seattle/Portland/San Francisco/etc... on the west coast???? Nothing I suspect.  Figures. You two jokes are not up to solving anything. Just eat your ice cream and try not to totally destroy America.
@GOP @DNC","@POTUS @VP
Biden/Harris, what are you going to do about the anarchy in Seattle/Portland/San Francisco/etc... on the west coast???? Nothing I suspect.  Figures. You two jokes are not up to solving anything. Just eat your ice cream and try not to totally destroy America.
@GOP @DNC",2024-06-12,reply,en,0,0,0,False,False,POTUS,[],[],"""{'id': 77638963, 'id_str': '77638963', 'url': 'https://twitter.com/Bob Hill', 'username': 'Bob Hill', 'rawDescription': \""U.S. Navy, ETN2, 1969 - 1975.  \\nUSNAVCOMSTA, Philippines.\\nTexas Instruments. \\nTest Engineering.\\nI'm a conservative nationalist; anti-racist; sovereignist.\"", 'created': datetime.datetime(2009, 9, 27, 2, 34, 41, tzinfo=datetime.timezone.utc), 'followersCount': 134, 'friendsCount': 104, 'statusesCount': 11942, 'favouritesCount': 804, 'listedCount': 0, 'mediaCount': 980, 'location': 'Texas', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/929205791919411200/NL4Q4315_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/bobhill1946/status/1801041646223552778,,2026-02-15 17:25:41.192625
87,1801039310189187228,fuck joe biden https://t.co/qegA2pmp5s,fuck joe biden https://t.co/qegA2pmp5s,2024-06-12,reply,en,0,0,0,False,False,,[],[],"""{'id': 1608162237843406848, 'id_str': '1608162237843406848', 'url': 'https://twitter.com/Gary Trump', 'username': 'Gary Trump', 'rawDescription': '', 'created': datetime.datetime(2022, 12, 28, 18, 6, tzinfo=datetime.timezone.utc), 'followersCount': 139, 'friendsCount': 10, 'statusesCount': 19522, 'favouritesCount': 162, 'listedCount': 0, 'mediaCount': 10983, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1608163509145329664/fA4PEp-0_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/keeran_steven/status/1801039310189187228,,2026-02-15 17:25:41.192625
88,1801040476113428768,@LuckyMcGee Radiveradum? The GOP has been trying to raise the price of Radiveradum for years. Good move! 👍,@LuckyMcGee Radiveradum? The GOP has been trying to raise the price of Radiveradum for years. Good move! 👍,2024-06-12,reply,en,0,0,0,False,False,LuckyMcGee,[],[],"""{'id': 1594423983742496770, 'id_str': '1594423983742496770', 'url': 'https://twitter.com/NotAGunner \ud83c\uddfa\ud83c\uddf2', 'username': 'NotAGunner \ud83c\uddfa\ud83c\uddf2', 'rawDescription': 'Christian, Husband, Father, Dad, Grandfather, Conservative, anti-Democrat, and Retired Jarhead Chief Warrant Officer. #MAGA, #RollTide', 'created': datetime.datetime(2022, 11, 20, 20, 15, 7, tzinfo=datetime.timezone.utc), 'followersCount': 591, 'friendsCount': 358, 'statusesCount': 3525, 'favouritesCount': 3997, 'listedCount': 0, 'mediaCount': 770, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1600846979386331136/T7IVH8lR_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/UTO297/status/1801040476113428768,,2026-02-15 17:25:41.192625
89,1801039359363223936,@oppmiles And the death grip he has in the gop he’ll get away with anything,@oppmiles And the death grip he has in the gop he’ll get away with anything,2024-06-12,reply,en,0,0,1,False,False,oppmiles,[],[],"""{'id': 1479138418416361474, 'id_str': '1479138418416361474', 'url': 'https://twitter.com/Spencer', 'username': 'Spencer', 'rawDescription': 'Hi :3', 'created': datetime.datetime(2022, 1, 6, 17, 11, 4, tzinfo=datetime.timezone.utc), 'followersCount': 315, 'friendsCount': 344, 'statusesCount': 18960, 'favouritesCount': 109516, 'listedCount': 0, 'mediaCount': 377, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1479138765054656520/VFRgNCL7_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/SpencerClown/status/1801039359363223936,,2026-02-15 17:25:41.192625
90,1801038967833337943,"@MSFreePress Dang, Hunter has now lost my vote. 

Feckless GOP tries to hurt Joe through his son with trash hearings and compromised “evidence”. Throwing rocks from glass houses. 

I didn’t see Joe cry to the press gaggle (like the little Orange bitch) about witch hunts and cold courtroom. https://t.co/UlWXkgvEno","@MSFreePress Dang, Hunter has now lost my vote. 

Feckless GOP tries to hurt Joe through his son with trash hearings and compromised “evidence”. Throwing rocks from glass houses. 

I didn’t see Joe cry to the press gaggle (like the little Orange bitch) about witch hunts and cold courtroom. https://t.co/UlWXkgvEno",2024-06-12,reply,en,0,0,0,False,False,MSFreePress,[],[],"""{'id': 1541159045104472065, 'id_str': '1541159045104472065', 'url': 'https://twitter.com/read banned books \ud83e\udeb7\ud83d\udfe7\ud83d\udfe6\ud83c\udf0a', 'username': 'read banned books \ud83e\udeb7\ud83d\udfe7\ud83d\udfe6\ud83c\udf0a', 'rawDescription': 'Pro-women, pro-kindness, pro-environment, pro-vax, pro-keep your religion to yourself, anti-MAGA.', 'created': datetime.datetime(2022, 6, 26, 20, 39, 39, tzinfo=datetime.timezone.utc), 'followersCount': 110, 'friendsCount': 511, 'statusesCount': 4329, 'favouritesCount': 11662, 'listedCount': 9, 'mediaCount': 1025, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1541168488001052673/Af4F6YVw_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MoniqueALussier/status/1801038967833337943,,2026-02-15 17:25:41.192625
91,1801041469408706956,Check to see what President Biden has already done for your state.,Check to see what President Biden has already done for your state.,2024-06-12,reply,en,15,10,1,False,True,,[],[],"""{'id': 1082434393262571520, 'id_str': '1082434393262571520', 'url': 'https://twitter.com/CaptainTono', 'username': 'CaptainTono', 'rawDescription': '\ud83c\uddfa\ud83c\udde6#BLM \ud83c\udf08 \ud83d\udc9aOregon \ud83d\udc29 Dog Lover, Retired RN, Diehard Dem, #Resist Believe in the power of thought. Use your mind, or others will. No DMs, they get creepy', 'created': datetime.datetime(2019, 1, 8, 0, 30, 44, tzinfo=datetime.timezone.utc), 'followersCount': 29211, 'friendsCount': 25757, 'statusesCount': 134664, 'favouritesCount': 197860, 'listedCount': 18, 'mediaCount': 6218, 'location': 'Oregon woods \ud83c\udf32', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1365423370481770499/AiTxk1fz_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Barkiologist/status/1801041469408706956,,2026-02-15 17:25:41.192625
92,1801040551564759156,"House Republicans subpoenaed AG Merrick Garland for the audio recordings of Special Counsel Hur’s interview with Joe Biden. 

Yet, he has REFUSED to comply and hand over the tapes. 

Is AG Garland and the DOJ trying to cover for their boss?","House Republicans subpoenaed AG Merrick Garland for the audio recordings of Special Counsel Hur’s interview with Joe Biden. 

Yet, he has REFUSED to comply and hand over the tapes. 

Is AG Garland and the DOJ trying to cover for their boss?",2024-06-12,reply,en,1,0,0,False,False,,[],[],"""{'id': 411343609, 'id_str': '411343609', 'url': 'https://twitter.com/Nicholas Veniamin Parody', 'username': 'Nicholas Veniamin Parody', 'rawDescription': \""My chat acc for behind scenes info, don't mind the follow ups I do . Feel free to also hit me up on TG \ud83d\udc49\ud83d\udc49\ud83d\udc49 \ud83d\udce9\\n\\n@Nicholasveniaminparody\"", 'created': datetime.datetime(2011, 11, 13, 8, 58, 20, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 146, 'statusesCount': 33, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 24, 'location': 'London, England', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1686234834161557504/raB5Tjp1_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/nickveniiamin/status/1801040551564759156,,2026-02-15 17:25:41.192625
93,1801039424672653525,"@acnewsitics well see hunter was guilty and you all said it was fake news and now we know was true , with trump 90 % of everything you accused him of was fake news and proven ,hes guilty of paying porn start to shut up , biden and illegal firearms crack we all know the coke in house was his","@acnewsitics well see hunter was guilty and you all said it was fake news and now we know was true , with trump 90 % of everything you accused him of was fake news and proven ,hes guilty of paying porn start to shut up , biden and illegal firearms crack we all know the coke in house was his",2024-06-12,reply,en,0,0,0,False,False,acnewsitics,[],[],"""{'id': 1773880451662315521, 'id_str': '1773880451662315521', 'url': 'https://twitter.com/jason ranger', 'username': 'jason ranger', 'rawDescription': '', 'created': datetime.datetime(2024, 3, 30, 1, 11, 21, tzinfo=datetime.timezone.utc), 'followersCount': 52, 'friendsCount': 24, 'statusesCount': 3649, 'favouritesCount': 754, 'listedCount': 2, 'mediaCount': 290, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1773880662782603265/uWxGqNq1_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/jranger969/status/1801039424672653525,,2026-02-15 17:25:41.192625
94,1801040541464838375,You’re a lying SL*T!,You’re a lying SL*T!,2024-06-12,reply,en,1,0,0,False,True,,[],[],"""{'id': 1712129962814103552, 'id_str': '1712129962814103552', 'url': 'https://twitter.com/UltraMAGATommy', 'username': 'UltraMAGATommy', 'rawDescription': '\ud83c\uddfa\ud83c\uddf81st-Standby \ud83c\uddee\ud83c\uddf1-Super Ultra MAGA- Trump Won-FJB-\ud83c\uddfa\ud83c\uddf8#Trump2024-#IFBA-Please ask before DM or #InstaBlock- #BlueHand', 'created': datetime.datetime(2023, 10, 11, 15, 36, 27, tzinfo=datetime.timezone.utc), 'followersCount': 1211, 'friendsCount': 692, 'statusesCount': 21083, 'favouritesCount': 16565, 'listedCount': 2, 'mediaCount': 824, 'location': 'United States of America', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1792178103508144128/lXMU6dma_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MAGAPatriotTom/status/1801040541464838375,,2026-02-15 17:25:41.192625
95,1801040060101296499,@Jurgen80048425 @Strandjunker Minimumaly. That’s how.,@Jurgen80048425 @Strandjunker Minimumaly. That’s how.,2024-06-12,reply,en,1,0,0,False,False,Jurgen80048425,[],[],"""{'id': 1496711377133654022, 'id_str': '1496711377133654022', 'url': 'https://twitter.com/GFY COMMIES', 'username': 'GFY COMMIES', 'rawDescription': 'LGBFJB. Dear wife. I\u2019m kidding. this is where I talk shit and fuck everyone\u2019s feelings. don\u2019t follow me. it\u2019s not cool. BB.', 'created': datetime.datetime(2022, 2, 24, 4, 59, 59, tzinfo=datetime.timezone.utc), 'followersCount': 208, 'friendsCount': 146, 'statusesCount': 6212, 'favouritesCount': 16565, 'listedCount': 0, 'mediaCount': 475, 'location': 'Kansas City, MO', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1812256924731076608/b_kg2tWT_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/thisappsucks007/status/1801040060101296499,,2026-02-15 17:25:41.192625
96,1801041372419375578,"@TheClassicalCon But that’s only the best an American conservative could get. Ideally, I think an established Christian monarchical integralism would be the best form of government .. and the best form of conservatism.","@TheClassicalCon But that’s only the best an American conservative could get. Ideally, I think an established Christian monarchical integralism would be the best form of government .. and the best form of conservatism.",2024-06-12,reply,en,0,0,1,False,False,_taylor_TJ,[],[],"""{'id': 2209779248, 'id_str': '2209779248', 'url': 'https://twitter.com/Taylor \u2671', 'username': 'Taylor \u2671', 'rawDescription': 'MA History || Anglo-Catholic || Ecumenist || Postliberal || History & Theology Teacher', 'created': datetime.datetime(2013, 11, 23, 1, 22, 25, tzinfo=datetime.timezone.utc), 'followersCount': 1435, 'friendsCount': 501, 'statusesCount': 12648, 'favouritesCount': 14717, 'listedCount': 13, 'mediaCount': 643, 'location': 'Portland, OR', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1816170857997426689/rgdpzUfn_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/_taylor_TJ/status/1801041372419375578,,2026-02-15 17:25:41.192625
97,1801039229465534917,"There is a targeting with missiles that is hitting Rafah very violently for more than two hours now. Continuous strikes on Rafah with expectations of massacres occurring.
#Gaza #Rafah #Biden https://t.co/4ofUF5Xenr","There is a targeting with missiles that is hitting Rafah very violently for more than two hours now. Continuous strikes on Rafah with expectations of massacres occurring.
#Gaza #Rafah #Biden https://t.co/4ofUF5Xenr",2024-06-12,reply,en,1,1,0,False,False,,[],[],"""{'id': 1295214195202560001, 'id_str': '1295214195202560001', 'url': 'https://twitter.com/sped84858', 'username': 'sped84858', 'rawDescription': '', 'created': datetime.datetime(2020, 8, 17, 4, 21, 54, tzinfo=datetime.timezone.utc), 'followersCount': 47, 'friendsCount': 56, 'statusesCount': 16224, 'favouritesCount': 8894, 'listedCount': 0, 'mediaCount': 166, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1713259528781709314/wMaCS7td_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/tom349466/status/1801039229465534917,,2026-02-15 17:25:41.192625
98,1801039558731055597,@joncoopertweets @KatyTurNBC @MSNBC What don’t like the truth! Jill was the sleeping with Biden while he was married to his first wife. The car accident happened because Biden’s first wife was so distressed when she found he was cheating on her!,@joncoopertweets @KatyTurNBC @MSNBC What don’t like the truth! Jill was the sleeping with Biden while he was married to his first wife. The car accident happened because Biden’s first wife was so distressed when she found he was cheating on her!,2024-06-12,reply,en,0,0,0,False,False,joncoopertweets,[],[],"""{'id': 1289973351138590722, 'id_str': '1289973351138590722', 'url': 'https://twitter.com/Mainedog1', 'username': 'Mainedog1', 'rawDescription': 'Conservative Yankee Fan', 'created': datetime.datetime(2020, 8, 2, 17, 16, 42, tzinfo=datetime.timezone.utc), 'followersCount': 186, 'friendsCount': 398, 'statusesCount': 6241, 'favouritesCount': 691, 'listedCount': 1, 'mediaCount': 257, 'location': 'Lewiston, ME', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1535451723493519360/hJR_50mN_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Mainedog11/status/1801039558731055597,,2026-02-15 17:25:41.192625
99,1801041610710343694,@Rax230 @CamillaTominey Don't worry. Biden will make them look fantastic.,@Rax230 @CamillaTominey Don't worry. Biden will make them look fantastic.,2024-06-12,reply,en,0,0,1,False,False,Rax230,[],[],"""{'id': 1384508144701698060, 'id_str': '1384508144701698060', 'url': 'https://twitter.com/Frank', 'username': 'Frank', 'rawDescription': '', 'created': datetime.datetime(2021, 4, 20, 14, 4, 21, tzinfo=datetime.timezone.utc), 'followersCount': 266, 'friendsCount': 645, 'statusesCount': 3629, 'favouritesCount': 1894, 'listedCount': 2, 'mediaCount': 86, 'location': 'Leeds, England', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1798595861624090624/r9a74nUL_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/franktighe62/status/1801041610710343694,,2026-02-15 17:25:41.192625
100,1801040092489814468,@JesseBWatters Wait a minute since when can I run?,@JesseBWatters Wait a minute since when can I run?,2024-06-12,reply,en,3,0,2,False,False,JesseBWatters,[],[],"""{'id': 1679700955057594368, 'id_str': '1679700955057594368', 'url': 'https://twitter.com/Joe Biden (Parody)', 'username': 'Joe Biden (Parody)', 'rawDescription': 'Sniffer In Chief / Owner of Ukraine / Hair Connoisseur / Not your average Joe. parody', 'created': datetime.datetime(2023, 7, 14, 3, 54, 53, tzinfo=datetime.timezone.utc), 'followersCount': 14886, 'friendsCount': 303, 'statusesCount': 22259, 'favouritesCount': 38512, 'listedCount': 10, 'mediaCount': 1067, 'location': 'My basement (I think?)', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1680778972106305540/XD_STZJZ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/JoeBidenSniff/status/1801040092489814468,,2026-02-15 17:25:41.192625
101,1801039665627029919,@LeoTheLion1964 Talking points for the gutless GOP.,@LeoTheLion1964 Talking points for the gutless GOP.,2024-06-12,reply,en,1,0,1,False,False,LeoTheLion1964,[],[],"""{'id': 1586373076786233347, 'id_str': '1586373076786233347', 'url': 'https://twitter.com/RAE KEOHANE\ud83c\uddfa\ud83c\uddf8\ud83c\uddee\ud83c\uddf9', 'username': 'RAE KEOHANE\ud83c\uddfa\ud83c\uddf8\ud83c\uddee\ud83c\uddf9', 'rawDescription': 'Born in Brooklyn NY now living in Nashville TN.\\nTruth the new hate speech!\\n\""We have to stop punishing ourselves for considering things that once seemed crazy\"".', 'created': datetime.datetime(2022, 10, 29, 15, 3, 33, tzinfo=datetime.timezone.utc), 'followersCount': 378, 'friendsCount': 686, 'statusesCount': 18253, 'favouritesCount': 41228, 'listedCount': 0, 'mediaCount': 54, 'location': 'NASHVILLE TN', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1586373534942744577/Uh83bEh-_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/RaeRaekeo/status/1801039665627029919,,2026-02-15 17:25:41.192625
102,1801041750317769094,"I certainly hope you’re equally concerned about the many boxes of classified documents found at that gaudy country club in Florida. But, of course, you want Democrats held accountable but not the convicted felon Donald Trump. I miss what your party used to be.","I certainly hope you’re equally concerned about the many boxes of classified documents found at that gaudy country club in Florida. But, of course, you want Democrats held accountable but not the convicted felon Donald Trump. I miss what your party used to be.",2024-06-12,reply,en,0,0,0,False,False,,[],[],"""{'id': 411343609, 'id_str': '411343609', 'url': 'https://twitter.com/Nicholas Veniamin Parody', 'username': 'Nicholas Veniamin Parody', 'rawDescription': \""My chat acc for behind scenes info, don't mind the follow ups I do . Feel free to also hit me up on TG \ud83d\udc49\ud83d\udc49\ud83d\udc49 \ud83d\udce9\\n\\n@Nicholasveniaminparody\"", 'created': datetime.datetime(2011, 11, 13, 8, 58, 20, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 146, 'statusesCount': 33, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 24, 'location': 'London, England', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1686234834161557504/raB5Tjp1_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/nickveniiamin/status/1801041750317769094,,2026-02-15 17:25:41.192625
