row_id,text,hashtags,post_type,like_count,date
212,Scott Presler deserves a MILLION “Thank You’s” from EVERY MAGA Patriot. THANK YOU SCOTT https://t.co/KwctsmfXKZ,[],tweet,233862,2024-11-06
213,"If Donald Trump’s family loved him — even just a little — they’d help him get the mental health treatment he so desperately needs. 
https://t.co/tfEU1qHrdU",[],tweet,3317,2024-11-01
214,"Mimi Ramirez-Rodriguez was kidnapped and murdered by an illegal alien—leaving behind a 9 year-old girl. I met her grieving mom Carmen tonight in Georgia. With your vote Tuesday, we will end Kamala’s invasion and we will not allow illegals to spill one more drop of American blood. https://t.co/BEt6r0LvNy",[],tweet,126782,2024-11-04
215,"For all of you who are wondering why Donald Trump should stay away from Mike Pompeo.

Watch this. 👇

Share for everyone to see!

 https://t.co/rL7pw5840P",[],tweet,764,2024-11-08
216,BREAKING: Donald Trump is still a racist rapist sexist PIECE OF SHIT.,[],tweet,40679,2024-11-08
217,Donald Trump and JD Vance realize now that they’re going to lose. That’s why they’re both so angry. https://t.co/9dETclBFP9,[],tweet,4868,2024-11-04
218,"Crooked Biden is rushing to send the last of $6 billion to Ukraine before Inauguration Day. Reckless!

Biden and Harris are weak, incompetent, and putting America LAST.

Reply with yes and repost if you agree that we should STOP aid to Ukraine, and make NATO pay their fair share! https://t.co/INs1LqZn8w",[],tweet,314,2024-11-08
219,"Donald Trump just announced the most expansive first amendment protections from the presidency that I’ve ever heard. Please listen to this, phenomenal plans here. Government shouldn’t be colluding or pressuring big tech companies to censor. Huge: https://t.co/ArgYRxV2WQ",[],tweet,16834,2024-11-08
220,"In a surprising outcome, Trump secured victory over VP Kamala Harris in key battleground states. MORE: https://t.co/9uIqk1Vovh https://t.co/X0oSaBcS3N",[],tweet,472,2024-11-07
221,don’t forget what biden’s nfl gave us https://t.co/82Yy2NYxJL,[],quote,8816,2024-11-08
222,Let's help every Republican - Conservative - America First - MAGA - Patriot - Trump Supporter grow their account. Drop a comment and let's support each other. https://t.co/evbYfTd6YA,[],tweet,112,2024-11-08
223,"Donald Trump has won the 2024 Election.

My fellow Americans, do not deny his Presidency once he is inaugurated. Do not deny the results of the election.

We must move forward.",[],tweet,127513,2024-11-06
224,"Donald Trump needs to prosecute every Corrupt Democrat “Judge” and “Lawyer”. Disbar them all

They are all corrupt",[],tweet,1835,2024-11-08
225,"Wow! Can’t believe the UCP copied the NDP!

It’s too similar!! A shield with wheat and mountains?!? Too close to not be copied from the NDP!

Would be like if the Ontario Liberals put a trillium on their logo! https://t.co/BWNCzmOMVg",[],quote,8,2024-11-02
226,"Oprah says you’ll never be able to vote again if Donald Trump wins..

She is terrified… 
They are all terrified..

All these satanists and pedophiles are being exposed
 
Nothing can stop this Oprah.

https://t.co/3gR1NayaQ0

 https://t.co/1sFFzDxwJD",[],tweet,3420,2024-11-05
227,"🚨 RFK JR AT THE TRUMP/TUCKER EVENT:

“I've lost a lot of friends and a lot of family, but I have a much bigger family now.”

LFG! MAHA 🤝 MAGA https://t.co/f0aKR7e6Kp",[],tweet,11506,2024-11-01
228,Worth repeating 👇🏼👇🏼👇🏼 https://t.co/G0999HnNYS,[],tweet,1007,2024-11-05
229,"Roginsky: The economy that Scott has been rolling his eyes at under Joe Biden, at 12:01 January 20tb, Trump and every Republican out there is going to say is greatest economy on the face of this earth and they will be celebrating how fantastic it is https://t.co/HG71h4viYs",[],tweet,20116,2024-11-08
230,Incredible that Dems are still obsessed with a dumb comedian and yet seem to care not at all about Biden’s “garbage” comments and Mark Cuban’s insults to women. I explained it for them on @cnn last night. https://t.co/HsLYPdDNxP,[],tweet,21749,2024-11-01
231,@LeadingReport Finally! A step in the right direction for NYC!,[],reply,160,2024-11-08
232,PRESIDENT ELECT DONALD TRUMP HAS WON THE ELECTION. IT IS OFFICIAL NOW. HOW DO YOU FEEL ? https://t.co/Eh0PWcqYYL,[],tweet,27589,2024-11-06
233,"Do you think Joe Biden will go down in history as the WORST President in America’s history ?

YES or NO? https://t.co/ncZ9Pvug4O",[],tweet,9107,2024-11-10
234,Trump makes me physically ill. Anyone else?,[],tweet,25702,2024-11-09
235,"How young voters, especially men aged 18 to 29, were vital to Donald Trump’s comeback victory 🔗 https://t.co/HYaktb0yEG https://t.co/2OCGqpte6y",[],tweet,136,2024-11-08
236,"Be Honest:

Do you Love ❤️ Donald Trump?

Yes or No https://t.co/qqsqhHIfb5",[],tweet,4140,2024-11-10
237,"A few weeks ago I met pastor @lorenzosewell and I asked him why did God allow such evil into our government with the Biden/Harris administration. His answer was so profound. He said “if Trump was allowed to win his second term in 2020, millions of people wouldn’t have seen how https://t.co/bTj5P6GUEi",[],tweet,23048,2024-11-08
238,"Democrats:

It’s time to start playing angry. It’s clear that the American people do not want bipartisanship, unifying themes, and civility. 

Over the next 4 years, we need to call out every single action Donald Trump takes for what it is: evil, stupid, and bad for America.",[],tweet,451,2024-11-08
239,Sean Hannity and many other television personalities that have conservative audiences have tried to promote Stephen A. Smith as someone we should take seriously. This idiot that doesn’t even know sports that well is being pawned off as a presidential candidate. It’s crazy to me. https://t.co/II0c9apaV1,[],tweet,3923,2024-11-08
240,We will see the largest mass deportation effort in American history starting in January the day of inauguration! https://t.co/ErbLotr36O,[],tweet,80069,2024-11-07
241,".@LelandVittert ended Thursday’s edition of “On Balance” with examples of people celebrating Donald Trump’s election victory by breaking out in song: “How Great Thou Art,” the national anthem and shouts of joy.

MORE: https://t.co/HtL8ox3NnI https://t.co/S2h0tv0kIR",[],tweet,85,2024-11-08
242,"HOLY SH*T 🚨 Illegal Immigrants have taken over the Streets of New York to protest Deportations

This make it VERY easy for Donald Trump to know who to Deport. Please keep track of these people 

MASS DEPORT EVERY ILLEGAL IMMIGRANT 🔥

 https://t.co/oMUBwxq2Y9",[],tweet,24312,2024-11-09
243,All the adults in the Boebert household have been arrested. Peak MAGA! https://t.co/iphbpyu5z4,[],tweet,47080,2024-11-04
244,“I voted for Donald Trump”  https://t.co/V4xHcyzcNg,[],tweet,61302,2024-11-06
245,"🇺🇸 Donald Trump says God created only two genders, male and female. https://t.co/gwvew0G2qg",[],tweet,210766,2024-11-04
246,It's the most sincere Biden smile I've ever seen. https://t.co/uPEnwBqC0v,[],tweet,2247,2024-11-08
247,"President-elect Donald Trump has named Susie Wiles, the manager of his victorious campaign, as his White House chief of staff.

https://t.co/sPq0KdLqKK",[],tweet,20,2024-11-08
248,"been watching the conservative who is being a “fake trans woman” as “a joke” discover that he has warm undertones and high contrast facial features, so he’s updated his lipstick and blush to more flattering shades. that’s what you do when you’re doing “a bit” right",[],tweet,83448,2024-11-10
249,"BREAKING: Republican early vote now is massively ahead of where it was in 2020. If this trend continues, then Donald Trump is most likely to win. https://t.co/GELCJzNaoG",[],tweet,4096,2024-11-02
250,"Wearing my dark MAGA hat on the airplane this morning.

About twelve people gave me a thumbs up on the way to their seats.

One lady gave me the ugliest look ever.

Twelve to one on a flight out of Philadelphia’s airport isn’t bad.

GO VOTE FOR TRUMP! https://t.co/pQFJArXfoZ",[],tweet,42466,2024-11-05
251,"🔥🔥Make MAGA Senator Rick Scott, majority leader:

Call your GOP Senator’s office first thing Monday morning and demand they vote for MAGA Senator @SenRickScott for Senate Majority Leader at 202-224-3121. 

They vote on Wednesday so flood the switchboards until then!",[],quote,1625,2024-11-10
252,Joe Biden is the happiest man in America today https://t.co/t9WMadg4dg,[],tweet,72155,2024-11-07
253,This woman has a message for MAGA Nazi Nick Fuentes and his fellow beta males. 😳👇 https://t.co/KzjD7CPvtD,[],tweet,6789,2024-11-09
254,"Biden: ""We're leaving behind the strongest economy in the world ... setbacks are unavoidable, but giving up is unforgivable."" https://t.co/DS48tOWdjJ",[],tweet,35674,2024-11-07
255,"In historic affirmation of how desperately America has needed Donald Trump back in the White House, the Dow opens +1300 points.
The only joy greater than this will be to watch the meltdown of liberal loonies everywhere. May God bless America and may He protect President Trump! https://t.co/dUFq9ZSCGN",[],tweet,19396,2024-11-06
256,"Obama got 69M votes.
Kamala got 68M votes.

But they want us to believe Joe Biden somehow got 81M votes and won, despite losing nearly every bellweather county?

They raided our homes and sent us to jail for asking where those extra 13M votes came from. https://t.co/SArbKycWep",[],tweet,49509,2024-11-07
257,"Seems like Thune didn’t get the We The People memo. We don’t want Rinos in our government, let alone leadership positions.

MAGA is the new way.",[],quote,5,2024-11-08
258,The lack of self-awareness and hypocrisy of MAGA women is stunning. 😳👇 https://t.co/tPEHIijeuM,[],tweet,2706,2024-11-09
259,"Hey @SecretService I got another one for you to look into.
This time, this TDS patient wishes Donald Trump dies in an auto accident similar to that of Princess Dianna. If you don't arrest people for committing federal felonies, they'll keep doing it.
https://t.co/Lsb8jxf4VT",[],tweet,1144,2024-11-07
260,Donald Trump has appointed Susie Wiles to become the first ever female  Chief of Staff in American history. https://t.co/mPko2kPESV,[],tweet,23071,2024-11-08
261,"Buh Buh Buh “Trump is losing momentum”😂😂 THIS IS MAGA COUNTRY!!

WE SHOW UP TOMORROW WE WIN!!! 

VOTE VOTE VOTE!!! https://t.co/YefalUGSud",[],tweet,3833,2024-11-05
262,"Joe Biden should call some folks in Georgia, Pennsylvania, Michigan, Arizona, Wisconsin and North Carolina and ask them to “find” Kamala 87 electoral college votes, deem it “an official presidential act”, and call it a day.",[],tweet,10572,2024-11-10
263,"Dear L0SER Liberals,

It is President Elect Donald Trump, show some respect to your future President 

Sincerely,
MAGA FVCKING PATRIOTS WHO WON",[],tweet,2954,2024-11-06
264,We are going to have world peace before my father even assumes the office. Of course they’ll try to give the Democrats the credit LOL. Maybe give them some Israeli beepers on the way out to let them know when they can come back???,[],quote,19474,2024-11-08
265,I've never seen Biden this happy... https://t.co/JxnmJFfYqL,[],quote,11774,2024-11-08
266,"REPORTER: ""Is Trump still a 'threat to democracy'?""

BIDEN: ""I'm gonna see him on Wednesday.""

Sooo... it turns out he was never a threat at all, and Democrats were lying the entire time. https://t.co/4UEBPpnDxZ",[],tweet,5458,2024-11-10
267,"Normally we don't endorse anyone, but Donald Trump is such a unique danger to the United States of America and the rest of the world. We implore you to show up and VOTE tomorrow",[],tweet,101078,2024-11-04
268,I hope Biden has both Commander and Major in the Oval Office when Trump shows up there on Wednesday. https://t.co/5y2pA6NzUq,[],tweet,21324,2024-11-10
269,"US President-elect Donald Trump is on track to win the popular vote with provisional counts showing him ahead of his Democratic rival, Kamala Harris, by nearly 5 million votes.

🗳️ LIVE results: https://t.co/dLM6LXxjyA
🗳️ Latest updates: https://t.co/1qRgm9TrrF https://t.co/Jz9f9RG2ol",[],tweet,216,2024-11-08
270,"ABC News blows Charlamagne tha God's mind that 33% of voters of color back Donald Trump.

ABC: ""Trump got 1 out of every 3 voters of color.""

Charlamagne: ""No.""

Jonathan Karl: ""Yeah. 33%.""

Charlamagne: ""Really? When you say color, you mean, like, black, brown, everything? https://t.co/zSAIJnNrRP",[],tweet,16168,2024-11-10
271,"Donald Trump is about to hand Putin a huge swath of Ukrainian land, of course we should know everything the intelligence community knows about Trump's relationship with Russia.

Release it as an official act, Mr. President.",[],tweet,287,2024-11-08
272,Elon Musk is reportedly helping Donald Trump form a cabinet 🔥 https://t.co/TSlGP7xIAo,[],tweet,1599,2024-11-10
273,"I STRONGLY SUPPORT Donald Trump BANNING Gender reassignment surgeries for kids in ALL 50 States

WHAT ABOUT YOU ? https://t.co/Cn6DjVWR4t",[],tweet,14530,2024-11-08
274,@libsoftiktok Don't go losing your head over it,[],reply,178,2024-11-08
275,Donald Trump Jr. ‘wouldn’t rule out’ role in father’s White House https://t.co/B6jn4wBFpG,[],tweet,18,2024-11-08
276,"The reelection of Donald Trump has set the world in motion:

Macron: “Donald Trump was elected by Americans to defend the interests of Americans. The question we, as Europeans, must ask ourselves is, are we ready to defend the interests of Europeans?”

https://t.co/Uw21oB6avi",[],tweet,39,2024-11-08
277,MAGA accounts under 25K drop your handle 🇺🇸,[],tweet,78,2024-11-10
278,"Robert Kennedy Jr: “When you go into that voting booth, you’re going to see my name on the ballot. I DO NOT want you to VOTE for me—If you wanna see me go to Washington, you better VOTE for Donald Trump!”

Donald Trump Truth Social 05:52 PM EST 11/01/24 @realDonaldTrump https://t.co/rUf3cOzlhE",[],tweet,13730,2024-11-02
279,"“Joe Biden’s decision to run for president again was a catastrophic mistake.” - @JonFavs
Listen to more Pod Save America wherever you get your podcasts. https://t.co/nhtO9hs4aA",[],tweet,5127,2024-11-08
280,"Let’s be real: the polls don’t lie! Check the reliable sources, and it’s clear—Trump is poised for a landslide victory in the upcoming U.S. elections! 🇺🇸 https://t.co/4H78ssO1x3",[],tweet,155,2024-11-03
281,"Trump inherited Obama’s strong economy, promptly destroyed it, and then handed the fucking mess he made to Biden, who fixed it.

Trump voters: “It was the economy.”

I fucking can’t.",[],tweet,95110,2024-11-10
282,Maga hat at a bar in Greenwich Village last night.  Surreal is an understatement. https://t.co/iQvouag1IV,[],tweet,47974,2024-11-10
283,"Nancy Pelosi REFUSES to speak about Donald Trump. 

💀💀 https://t.co/LmkAalKCOc",[],tweet,799,2024-11-08
284,"Donald Trump was elected President two days ago.

Stock Market: Booms to an all-time high.

Bitcoin: Surges to a record high.

Migrant Caravan: Disperses at the southern border.

Mexico: Pledges to halt migrants at the U.S. border.

New York City: Mayor terminates voucher program",[],tweet,2887,2024-11-09
285,"WE WERE RIGHT, ULTRA MAGA CONSPIRACY THEORISTS WERE RIGHT. WE DID IT 🔴 https://t.co/L3JKqVlMlK",[],tweet,3710,2024-11-06
286,"This is why I wanted Donald
trump to win so bad,like how did the world even get to the point to see these things as
normal, thank you trump for revoking this https://t.co/XsRFFFVqpC",[],tweet,1251,2024-11-10
287,"Hey Kamala, I have a message for you on behalf of all MAGA… https://t.co/qmWRlYAxbF",[],tweet,67474,2024-11-05
288,"Donald Trump announces his 10-point plan to rebuild America's school system:

Among his promises is teach patriotism, bring back 'school prayer, and fire teachers who disagree.

This is how our freedom ends. 

 https://t.co/4zMeBdBKok",[],tweet,64660,2024-11-10
289,"I demand a fucking recount. How about you?

I have a professionally written letter (not like the shit I post on this fuck trap of a platform) to President Biden and others, being going FedX-Overnight/Signature Required-Monday morning. 

I urge you to respectfully write one",[],tweet,20824,2024-11-10
290,"Biden says Trump is the kind of guy ""you'd like to smack in the a**"" https://t.co/sCpeq4mYBq",[],tweet,7640,2024-11-02
291,"We're at a fork in the road and I'm going the MAGA way. 🇺🇸✊️

Make sure to get out and vote Trump, we've got a country to save! 

@FreedomAngels2 https://t.co/u5FlxIgl60",[],tweet,4477,2024-11-04
292,"Brace Yourself Canada

Reports show now that Donald Trump is planning “The largest deportation project in history” illegal migrants are starting to flee north!

Canada is already trying to stop them “Recent changes to the safe third country agreement gives Canada the power to https://t.co/3YeJK1wmpB",[],tweet,1779,2024-11-08
293,"Thank you President Biden 

Drop a 💙 for Joe https://t.co/xmKKFZzDoe",[],tweet,4595,2024-11-08
294,"""Holy smokes! Literally nothing? Literally not one county?""

Jake Tapper is absolutely SHOCKED by the map showing that Kamala didn't outperform Biden in a single county. 

She's a total loser!
https://t.co/XI0Q4s4wnU",[],tweet,161672,2024-11-06
295,"Democracy spoke and the American people want to close the border, deport illegal immigrants and put American citizens FIRST!",[],quote,13377,2024-11-08
296,A black woman goes off on Latinos for 60% of them voting for Donald Trump. https://t.co/rJDbXkxoDP,[],tweet,8487,2024-11-07
297,"Do you support Donald Trump finishing the Keystone XL Pipeline?

YES or NO ? https://t.co/oxUzxv9J8Q",[],tweet,15675,2024-11-09
298,Donald Trump is a disgusting ghoul. Make him go the fuck away.,[],tweet,1023,2024-11-04
299,"Yesterday, I voted on the last day of early voting in North Carolina. 

I voted for Donald Trump and J.D. Vance. 

If you haven’t voted yet and are on the fence, here’s how I—as a Christian—voted for Trump without any regrets or hesitation: 

&gt; I voted for my boys to have a https://t.co/aaNH75AZ73",[],tweet,1353,2024-11-03
300,"For those interested in how President Biden locked in federal civil service protections and thwarted Trump's plan to reinstate Schedule F when he reassumes the presidency, it's explained here.  @RadioFreeTom 
https://t.co/jK4ye2WhNi",[],tweet,292,2024-11-08
301,MAGA is the ultimate self own. https://t.co/yhLZWp70oz,[],tweet,278627,2024-11-10
302,"Jon Voight says he is SO PROUD to call Donald Trump 'My President!'

Me too, Jon! https://t.co/wkJ0zVkkBd",[],tweet,104370,2024-11-08
303,biden being restored to lucid thought after the advisor poisoning his ice cream flees the country in the wake of trump's election https://t.co/U136aqnYQN,[],tweet,38023,2024-11-08
304,"Kid in highschool destroys his classmates in a debate about Donald Trump vs Kamala Harris. 😳🇺🇸
""What Rights is Trump Taking Away From Women?"" 😤 https://t.co/MtZ4UsOKVW",[],tweet,10717,2024-11-09
305,Donald Trump is about to be the 47th president of the United States.,[],tweet,1963,2024-11-06
306,Donald Trump in elections vs women https://t.co/4315UsvZVH,[],tweet,167759,2024-11-06
307,"🚂 SUNDAY TRAIN 🚃

🔥 LET'S GROW TOGETHER 🔥 

💥 DROP YOUR HANDLES 💥 

💫 CONNECT WITH OTHER PATRIOTS 💫

MAGA &amp; MAHA SAVED AMERICA https://t.co/g6d7brxrv3",[],tweet,727,2024-11-10
308,"Jon Voight says he is SO PROUD to call Donald Trump 'My President!'

Me too, Jon! https://t.co/wkJ0zVkkBd",[],tweet,104272,2024-11-08
309,"2004 Kerry - 59M
2008 Obama - 69.5M
2012 Obama - 65.9M
2016 Clinton - 65.9M
2020 Biden - 81.3M
2024 Harris - 66.4M

Somebody needs to go to jail for this.",[],tweet,219601,2024-11-06
310,"🇺🇸 Donald Trump says God created only two genders, male and female. https://t.co/gwvew0G2qg",[],tweet,210714,2024-11-04
311,"BREAKING: White House has been Asked for President Biden to revoke Elon Musk's U.S. citizenship and deport him before Trump takes office January 20th, 2025 https://t.co/KjwORoymF6",[],tweet,6759,2024-11-10
312,"🇺🇦🇺🇸 DONALD TRUMP JUNIOR POSTED THIS

BASED AHAHAHAHA https://t.co/8dLtfpBsJe",[],tweet,9900,2024-11-10
313,"The MAGA gays have a message to share with the left: WE’RE GOOD. 

Trump was already president for 4 years and none of our rights were taken away, and in fact, he took unprecedented actions that benefitted our community. 

Send this to whoever in your life needs to hear it! https://t.co/9cwYOAVQ8Y",[],tweet,8004,2024-11-10
314,"If Harris wins tomorrow night - or if Harris even appears *likely* to win key states - you will see @elonmusk and the MAGA crowd go full disinformation immediately. They will claim the election is being stolen. It will be coordinated and immediate.

Realize this is coming.",[],tweet,147830,2024-11-04
315,Secret phone call between Tulumbu and Joe Biden after Kamala loss https://t.co/4Ku1L4LAUd,[],tweet,3737,2024-11-09
316,"HOLY SH*T 🚨 ABC News reports that Elon Musk and RFK Jr are in meetings with Donald Trump to help pick the BEST Cabinet members 🔥 🇺🇸 

PROMISES MADE, PROMISES KEPT

THIS IS A MASSIVE WIN 👏 https://t.co/rDHeiRK7F3",[],tweet,88473,2024-11-10
317,Congrats! Now you're bald and Donald Trump is still the 47th president of the United States.,[],quote,195238,2024-11-09
318,I AM PROUD TO BE A MAGA PATRIOT 🫡,[],tweet,1108,2024-11-06
319,"🇺🇸 Donald Trump says God created only two genders, male and female. https://t.co/gwvew0G2qg",[],tweet,167037,2024-11-04
320,TODAY is our last chance to defeat the corrupt establishment. GET OUT AND VOTE! https://t.co/rexA4e363N,[],tweet,388683,2024-11-05
321,🚨 This guy is Leaving the Country and said he’s moving to Hawaii to escape President Donald Trump https://t.co/eiFsgRVCDO,[],tweet,37486,2024-11-10
322,"🚨🇺🇸🇺🇦 BREAKING: Donald Trump's name was JUST REMOVED from the Ukrainian Government's official ""kill list."" https://t.co/HEKzG9Qr1G",[],tweet,20662,2024-11-08
323,"If you are praying for Donald Trump's safety as the Election gets closer, reply with AMEN 🙏 https://t.co/rWsIPoj68s",[],tweet,68333,2024-11-02
324,Why was Biden so happy today? https://t.co/f1xlSk9Dji,[],tweet,151,2024-11-08
325,Donald Trump is already laying the groundwork for fraud so he can send his minions to attack America again.,[],quote,1067,2024-11-03
326,Why do Liberal women hate on Conservative women?,[],tweet,336,2024-11-08
327,"🚨🇬🇧🇺🇸 “Do you see yourself as a British Donald Trump?”

“No he’s Tee-Total”

Watch Nigel Farage absolutely own Fake News Legacy Media ‼️

Remember just because they say Trump is unpopular in Britain doesn’t mean he is - that’s why they’re fake news Legacy Media. https://t.co/TwI7Nm0YJf",[],tweet,14458,2024-11-08
328,"Donald Trump just obliterated Justin Trudeau's censorship laws. Even if YouTube or Meta want to follow Trudeau's requests to block, remove, or shape information, as a US company they will be forbidden from doing so. https://t.co/Tv8NcJo0pr",[],tweet,17686,2024-11-09
329,"If Donald Trump is elected today, I will send this Tesla Cyber Truck to 1 person who interacts with this post and follows me 🇺🇸 https://t.co/wZQeA884Zg",[],tweet,11612,2024-11-06
330,"Everyone needs to see this sick clip of Donald Trump talking longingly about executing Liz Cheney by a firing squad taking aim at her face.

We CANNOT become desensitized.

Instead, let it fuel our victory so we never have to listen to this freak again.
https://t.co/U7OcqeNTMs",[],tweet,3669,2024-11-01
331,"Donald Trump isn’t running against Kamala Harris he beat her. He’s running against Election fraud

AM I WRONG ?",[],tweet,3823,2024-11-03
332,"NO FREE PASS: Sen. Ron Johnson (R-WI), who helped spearhead the Senate Republicans’ investigation of President Biden’s son, lays out the case for why Trump should not pardon Hunter Biden. https://t.co/3rnZijNZw5 https://t.co/5Ma14SpOIJ",[],tweet,1247,2024-11-08
333,"To celebrate Donald Trump’s election, I’m giving away an iPhone 16 😱

To participate:

1️⃣: Like &amp; RT
2️⃣: Follow @Damondyor 🔔

The winner will be announced in 48h.

You can claim $30k cash instead if you want.

GOOD LUCK!!! https://t.co/s7tQMkH3QC",[],tweet,1631,2024-11-07
334,"Project 2025, linked to Donald Trump, shaped the election narrative as a conservative policy blueprint. https://t.co/elF1qYOtzy",[],tweet,1,2024-11-08
335,"2 UNHINGED Harris supporters assaulted me today in Bastrop, Texas.
These people are dangerous and violent. I was only there asking why there was so much support in such a conservative area. 
Full video will be released tonight. https://t.co/lEFxxoLcJi",[],tweet,28330,2024-11-03
336,"In the middle of the blame game realize one undeniable fact: 

Donald Trump should not have been allowed to run for office. 

Donald Trump should have been prosecuted by Merrick Garland and the Justice Department like anyone who did what he did.

The delay destroyed this country.",[],tweet,62413,2024-11-10
337,"And here is,

the Deep State,
the Fascist State, 
the Weaponization State,

Biden’s DNI Avril Haines in yellow square. who worked directly for Obama’s chief of staff John Brennan. Susan Lice to the left and literally Biden’s Attorney General Lisa Monaco who runs the DOJ including https://t.co/UH3Y6wi6sK",[],tweet,271,2024-11-08
338,"SPECTACULAR MOMENT FOR AMERICA and for @realDonaldTrump: 

CNN’s Jake Tapper is left speechless after John King shows the places where Kamala Harris over-performed Joe Biden: 

“Holy smokes. Literally nothing, literally not one county.” https://t.co/oM4C55ioQB",[],tweet,20565,2024-11-06
339,"A little over two years ago my big brother fell victim to a fentanyl overdose and tragically died. He was a successful business owner that was very well known and loved by everyone who knew him. He was literally the cool big brother everyone wishes for. 

The Biden and Harris https://t.co/lh7sL5UmAi",[],tweet,319,2024-11-08
340,Kamala was the last one in the room with Biden of this decision https://t.co/V2VrDnnA4a,[],tweet,1164,2024-11-05
341,Just a reminder……. https://t.co/fURkPTeAxZ,[],tweet,99318,2024-11-09
342,"BREAKING: In a stunning moment, Lindsey Graham just blamed Donald Trump for the border security legislation not passing. Retweet so all Americans see this and know Donald Trump is to blame for any border security related problems.https://t.co/MBAtshxSTE",[],tweet,35898,2024-11-02
343,"I STRONGLY SUPPORT Donald Trump BANNING Gender reassignment surgeries for kids in ALL 50 States

WHAT ABOUT YOU ? https://t.co/Cn6DjVWR4t",[],tweet,14553,2024-11-08
344,A message to everyone that thinks Donald Trump is part of the New World Order https://t.co/eXlgoiK9uY,[],tweet,545,2024-11-10
345,I’m Voting For Donald Trump…🙏🏾🇺🇸 https://t.co/Re5ti7b8j3,[],tweet,52773,2024-11-01
346,"The WHO wanted to use a global Digitized Vaccine Certificate to control your ability to live freely through vaccines.

Look at how the WHO director Tedros spoke before and after the US elections. https://t.co/o3NMpX4rIA",[],tweet,22935,2024-11-10
347,US judge rules against Biden legalization program for immigrant spouses https://t.co/ZSsh7LcOad https://t.co/pb640hBzi0,[],tweet,245,2024-11-08
348,Are we supposed to just forget Joe Biden's quid pro quo with Ukraine now? https://t.co/r5oLKi9q8f,[],tweet,359,2024-11-10
349,"Donald Trump’s victory sets up traps for central banks

The incoming president is likely to attack the Fed if it seeks to counteract his policies or if inflation takes off again

https://t.co/NGyUJZP899 https://t.co/jTJhGaEWMq",[],tweet,28,2024-11-08
350,$TRUMP is prepared. https://t.co/m6YUWxnEiG,[],quote,446,2024-11-08
351,"Joe Rogan has endorsed Donald Trump!

“It just came over the wires that Joe Rogan just endorsed me.”

“He's not a person that does endorsements, but he did an endorsement. So I just wanna thank Joe Rogan. That's fantastic.” https://t.co/I1VyWXvCmz",[],tweet,1769,2024-11-05
352,KAMALA YOU'RE FIRED!! https://t.co/GjQSNAFD1a,[],tweet,58463,2024-11-06
353,Biden looks genuinely thrilled about Kamala losing.,[],tweet,1754,2024-11-07
354,"With the amount of people searching for:

""did Biden drop out?""
""are tariffs bad?""
""can I change my vote?""

It's clear the problem with American elections is that voters are morons",[],tweet,212056,2024-11-08
355,"NFL Superstar Nick Bosa is refusing to apologize for wearing a MAGA hat on the field.

When asked about a potential fine: “It was well worth it. Clearly, the nation spoke.” Beast mode 🔥🔥

 https://t.co/CRmGfZPhqJ",[],tweet,1310,2024-11-08
356,"Your 20s are for Donald Trump being president, a global pandemic, and then Donald Trump being president again",[],tweet,152671,2024-11-07
357,"GOD EXISTS, if you doubt it? look at my dad Donald Trump journey to white house and you will believe that, truly! God does exist.
 From dodging enemy bullets in a campaign rally to sitting in the Oval office AGAIN! it's by GOD'S GRACE.",[],tweet,55877,2024-11-08
358,@PositivePsalms Amen 🙏,[],reply,0,2024-11-08
359,"""I hope Joe Biden lives in shame of his horrific Legacy""

Joe Biden's thoughts: https://t.co/YV1Q90kuZB",[],tweet,243146,2024-11-06
360,Why is Biden so quiet?,[],tweet,3577,2024-11-07
361,🚨 This guy is Leaving the Country and said he’s moving to Hawaii to escape President Donald Trump https://t.co/eiFsgRVCDO,[],tweet,36596,2024-11-10
362,"Illinois Governor JB Pritzker to Donald Trump about illegal immigrants: 

“You come for my people, you come through me.”

 https://t.co/OQ8IcaqEcj",[],tweet,5221,2024-11-08
363,"Donald Trump — the twice impeached former president, Jan. 6 coup leader, convicted felon, adjudicated sexual abuser, and man who mismanaged the 2020 economic implosion and coronavirus disaster that killed more than 1 million people in this country — has convinced American voters https://t.co/9cd0luvTFF",[],tweet,241748,2024-11-06
364,President Putin congratulates Donald Trump on US Election victory. https://t.co/EZmYpemV3A,[],tweet,9,2024-11-08
365,"🚨DEVELOPING: Hollywood Actor Kurt Russell just said: ""It is now proven, beyond a shadow of a doubt that Kamala Harris and Joe Biden CHEATED in the 2020 election with mail-in ballots."" 

Do you agree with Kurt Russell? 

A. YES 
B. NO https://t.co/0oi6B9sTao",[],tweet,146222,2024-11-07
366,Biden has two more months to continue accelerating the US economy so that the Republicans can take credit for it. 😊😊😊😊,[],tweet,34622,2024-11-06
367,"Today, I stand proud as an American. 🇺🇸 Witnessing this moment of history fills me with gratitude and hope for our nation’s future. Donald Trump’s resilience, determination, and unwavering strength have pulled off the greatest political comeback in modern American history. His https://t.co/fIRZP7zklD",[],tweet,1161,2024-11-06
368,"If you thought Trump's dirt dumb base of knuckle-dragging beta males was emboldened before, now that the psychotic shitstain is going back to the White House, MAGA misogynists are now verbally abusing women by screaming at them: ""Your body, my choice."" 😡👇 https://t.co/Ptk2cvqnqT",[],tweet,1495,2024-11-08
